restlessness,speech_speed,eye_contact_breaks,facial_strain,multitasking,hours_of_sleep,caffeine_intake,sleep_caffeine_interaction,anxiety_score_target,topic_drift,logical_confusion,overwhelmed_by_tasks,mood_shifts,instability_symptom_count,stability_target,contradiction,timeline_inconsistency,cognitive_pauses,over_rehearsed_responses,stress_smiles,body_language_contradiction,contradiction_and_pause,integrity_score_target,observer_gut_feeling,persona
1,fast,16.5,1,0,5.321507730502037,3.0,1.5803769326255093,8.065251310322324,0,0,1,0,1,Unstable,1,0,1,1,0,1,1,4.268159945139172,Bad,deceptive
1,slow,10.5,1,0,3.7253165029711632,3.0,1.1813291257427907,8.763723037800647,0,1,1,0,2,Unstable,1,0,0,1,0,1,0,67.84066228366291,Good,volatile
0,fast,12.5,1,0,3.647720860987997,2.0,1.549240286995999,7.261294055505007,1,1,0,1,3,Unstable,0,0,0,1,0,0,0,23.163390100794437,Good,deceptive
1,fast,12.0,1,1,4.638272180502838,5.0,0.9397120300838063,9.239034736801017,0,1,1,0,2,Unstable,0,0,0,0,0,1,0,92.21598702568075,Good,anxious_honest
1,slow,18.5,1,1,4.038904946279441,2.0,1.679634982093147,8.366019487902731,0,1,1,1,3,Unstable,0,0,0,0,0,1,0,62.405950460975724,Good,volatile
1,slow,10.0,1,1,4.91363607351485,3.0,1.4784090183787124,8.52721998681586,0,0,0,0,0,Stable,1,0,0,0,0,0,0,84.1982729358527,Good,anxious_honest
1,normal,18.0,1,1,5.588927389614826,5.0,1.0981545649358042,8.671287741397682,0,0,0,1,1,Stable,0,0,0,0,0,0,0,77.3878899850409,Good,anxious_honest
1,normal,2.5,0,1,8.05504302058981,3.0,2.2637607551474526,2.6052608805882222,0,0,0,0,0,Unstable,0,1,0,0,0,0,0,85.22870873624896,Good,low_risk
0,fast,11.5,0,0,4.720364628361132,4.0,1.1440729256722264,8.092323065410836,0,1,0,0,1,Stable,1,1,0,0,1,1,0,25.630440970910275,Bad,deceptive
1,normal,20.0,1,0,4.380804157316715,4.0,1.0761608314633428,8.433863315135932,0,0,0,1,1,Stable,0,0,0,0,0,0,0,77.08938078234603,Good,anxious_honest
0,normal,11.5,0,0,5.935687094472682,0.0,6.935687094472682,0.6786059678277876,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,99.13908115179301,Good,low_risk
1,normal,18.5,0,1,7.087953821991393,5.0,1.3479923036652321,6.2653420859043285,0,0,0,1,1,Stable,1,1,1,0,1,1,1,0.0,Bad,deceptive
0,fast,9.5,0,0,6.708839022863356,3.0,1.927209755715839,2.9955132052400666,0,0,0,0,0,Stable,0,0,0,0,0,0,0,99.3080701436399,Good,low_risk
1,fast,15.0,1,0,4.677210279268136,5.0,0.946201713211356,9.786254706052882,1,1,0,1,3,Unstable,0,0,0,0,0,0,0,82.60460403358691,Good,trauma_survivor
0,fast,10.5,1,0,5.585619199735377,2.0,2.1952063999117923,4.795715810431701,0,0,0,1,1,Stable,1,1,0,1,1,1,0,29.23138106354559,Bad,deceptive
1,fast,20.0,1,1,3.710975128954118,5.0,0.785162521492353,9.211215469337143,0,0,0,0,0,Stable,0,0,0,0,0,0,0,83.33876830441606,Good,anxious_honest
1,normal,12.0,1,1,4.231869081955194,2.0,1.7439563606517314,7.413988953336681,0,0,0,0,0,Stable,0,0,0,0,0,1,0,72.08769056055127,Good,anxious_honest
0,fast,16.0,1,1,3.523698994368319,4.0,0.9047397988736637,10.0,0,0,0,0,0,Stable,0,0,1,0,0,0,0,86.72028649709785,Good,anxious_honest
1,fast,10.5,1,1,3.739543553676033,4.0,0.9479087107352064,8.730181772200927,1,1,1,0,3,Unstable,0,0,0,1,0,0,0,51.510599357000316,Bad,volatile
1,fast,22.0,1,1,3.7365380661428316,4.0,0.9473076132285663,10.0,0,1,0,0,1,Unstable,0,0,1,0,0,0,0,78.92721047293658,Bad,trauma_survivor
0,fast,14.5,1,0,4.878231239195516,4.0,1.1756462478391032,6.919858076414284,0,1,0,0,1,Stable,1,1,1,1,0,1,1,4.830312565854068,Bad,deceptive
0,slow,11.5,0,0,8.063042848101428,0.0,9.063042848101428,0.23931632868067942,0,0,0,1,1,Stable,0,0,0,0,0,0,0,96.1435013081323,Good,low_risk
0,normal,5.5,0,0,8.217952761915049,1.0,4.608976380957524,0.0,0,0,0,0,0,Stable,0,0,0,0,0,0,0,83.96828328906659,Good,low_risk
1,normal,16.5,1,0,5.228325512602574,3.0,1.5570813781506434,6.915031600393541,1,0,0,0,1,Stable,1,1,1,1,1,1,1,1.456613000279272,Bad,deceptive
1,normal,18.0,1,1,3.021375478270933,3.0,1.0053438695677333,10.0,1,0,1,1,3,Unstable,0,0,0,0,0,0,0,84.27667291247944,Bad,trauma_survivor
0,fast,8.5,0,0,7.380570803463979,3.0,2.0951427008659946,2.471917972545918,0,0,0,0,0,Stable,0,0,0,0,0,0,0,99.70591870611793,Good,low_risk
0,fast,11.5,0,1,4.536322458431242,4.0,1.1072644916862484,8.340644313180947,0,1,0,0,1,Stable,1,0,1,1,1,1,1,0.0,Bad,deceptive
1,normal,18.5,0,0,4.811811405438671,2.0,1.937270468479557,6.558601424143708,0,0,0,0,0,Stable,1,1,0,0,1,1,0,24.417443604531133,Bad,deceptive
1,normal,20.0,0,1,4.0502112462733,4.0,1.0100422492546601,8.845038241740355,0,1,0,0,1,Stable,0,0,0,0,0,0,0,97.08396744658044,Good,anxious_honest
1,normal,13.5,1,0,3.790563906082572,2.0,1.5968546353608575,8.0552723326454,1,1,1,0,3,Unstable,0,1,0,1,0,0,0,65.60846678804981,Bad,volatile
0,fast,11.5,1,0,6.007209403787534,4.0,1.4014418807575066,7.528728150605251,0,1,0,1,2,Unstable,1,0,1,1,0,1,1,0.0,Bad,deceptive
0,normal,11.5,0,0,8.286750086571232,3.0,2.321687521642808,3.4567011802151795,1,0,0,0,1,Stable,0,0,0,0,0,0,0,94.24074495270101,Bad,low_risk
1,normal,17.0,1,0,4.113441606969779,4.0,1.022688321393956,8.292912534294656,0,0,0,0,0,Stable,0,0,0,0,0,1,0,78.7905954808169,Good,anxious_honest
1,normal,19.0,1,0,5.825740972534595,5.0,1.1376234954224325,7.112731050179772,0,0,0,0,0,Stable,0,0,0,0,0,0,0,74.82615850474428,Good,anxious_honest
1,slow,10.5,1,1,5.5102367872393945,5.0,1.085039464539899,7.032233856465147,1,0,0,1,2,Unstable,1,1,0,1,1,1,0,22.485767386673825,Bad,deceptive
1,fast,18.5,1,0,5.222736057736507,3.0,1.5556840144341268,8.327653707598577,0,0,1,1,2,Unstable,1,1,1,0,0,1,1,3.4825630428240357,Bad,deceptive
1,slow,20.5,1,0,3.0,2.0,1.3333333333333333,9.307143779085411,0,0,0,1,1,Stable,0,0,0,0,0,1,0,69.78966312286835,Bad,volatile
0,slow,9.5,1,0,8.383035103128412,3.0,2.345758775782103,1.9832605613947034,0,0,0,0,0,Stable,1,0,0,0,0,0,0,100.0,Good,low_risk
1,normal,15.0,0,0,5.018267239413121,2.0,2.0060890798043736,8.453483822723332,0,0,0,0,0,Stable,0,0,1,0,0,0,0,67.62061088717742,Good,anxious_honest
1,fast,18.0,1,0,3.13295123689107,3.0,1.0332378092227676,10.0,0,0,0,1,1,Stable,1,0,1,0,0,1,1,58.36939385748936,Bad,trauma_survivor
1,fast,9.0,1,0,5.975458999135863,4.0,1.3950917998271726,9.624032591827312,0,0,0,0,0,Stable,1,0,0,0,0,1,0,75.61730961902887,Good,anxious_honest
1,normal,13.5,1,0,3.0,3.0,1.0,9.365804221957392,1,1,0,1,3,Unstable,0,1,0,0,0,1,0,58.423187062499636,Bad,volatile
0,fast,15.5,0,1,3.0142010575820417,3.0,1.0035502643955105,8.291340938795809,0,1,0,0,1,Unstable,1,1,1,0,1,1,1,16.593119925453557,Bad,deceptive
0,fast,1.5,0,0,7.982439089943873,0.0,8.982439089943874,1.0990079321231419,0,0,0,0,0,Stable,0,0,0,0,0,0,0,92.87346439353664,Good,low_risk
1,normal,15.5,1,1,3.21713288819616,4.0,0.8434265776392319,10.0,0,1,0,0,1,Unstable,0,1,1,0,0,0,0,60.79453870024449,Bad,volatile
0,fast,14.5,1,0,5.08368874852719,4.0,1.216737749705438,7.985820043758945,0,0,0,0,0,Stable,1,0,0,0,1,0,0,24.601576525212312,Good,deceptive
0,fast,4.5,0,0,7.680696427674172,1.0,4.3403482138370855,0.5953448437698239,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.2062402361786,Good,low_risk
1,normal,18.0,0,1,3.764703863269599,5.0,0.7941173105449332,8.216677725473575,0,1,0,1,2,Unstable,0,0,0,0,0,0,0,96.81224029962162,Bad,anxious_honest
1,normal,7.5,1,1,3.9960486968537756,2.0,1.6653495656179251,7.145319626847373,0,0,1,0,1,Stable,0,1,1,1,1,1,0,29.04282663678506,Bad,deceptive
1,fast,9.5,1,0,4.181188688998825,2.0,1.7270628963329415,5.926185475211956,0,0,0,1,1,Stable,1,1,1,1,1,0,1,0.0,Bad,deceptive
0,normal,13.5,1,1,5.116651161066994,2.0,2.0388837203556647,4.8858417160298435,0,0,0,0,0,Unstable,1,1,1,0,0,1,1,5.308695673592763,Bad,deceptive
0,fast,9.5,0,1,7.445302971085259,2.0,2.8151009903617528,0.2993559583723322,0,0,0,0,0,Stable,0,0,0,0,0,0,0,92.95507835226667,Good,low_risk
1,normal,21.5,0,0,4.091806982760815,3.0,1.2729517456902038,9.806225666712706,0,0,0,1,1,Stable,1,0,0,0,0,0,0,57.589454479738905,Bad,volatile
1,fast,12.0,0,1,3.40678462986543,4.0,0.881356925973086,7.748920339630171,0,0,0,1,1,Unstable,0,0,0,0,0,0,0,72.75257893989883,Good,anxious_honest
0,slow,19.0,1,1,5.443551230945695,3.0,1.6108878077364237,8.330027086363913,0,0,0,0,0,Stable,0,1,0,0,0,0,0,86.27535505159258,Bad,anxious_honest
0,normal,4.5,0,0,8.347055246808623,3.0,2.3367638117021556,2.7189101176181105,0,0,0,0,0,Stable,0,0,0,0,0,0,0,95.17703272113876,Good,low_risk
1,normal,19.0,1,0,3.3890664078501667,3.0,1.0972666019625417,10.0,0,1,0,0,1,Unstable,0,0,0,0,0,0,0,78.74317756843982,Good,trauma_survivor
0,fast,9.5,0,0,4.840705571334962,4.0,1.1681411142669924,7.661478532712585,0,0,0,1,1,Stable,1,1,1,1,1,0,1,0.0,Bad,deceptive
1,slow,10.0,1,1,4.52473486884089,3.0,1.3811837172102226,8.010349511874944,0,0,0,0,0,Stable,0,0,0,0,0,0,0,84.62430282315331,Bad,anxious_honest
1,slow,5.5,0,0,6.997251552671041,2.0,2.6657505175570138,3.6979903143605304,0,0,0,0,0,Stable,0,0,0,0,0,0,0,92.05704521934896,Good,low_risk
0,fast,9.5,0,0,6.792653163065997,3.0,1.9481632907664992,1.8125915582549317,0,0,0,0,0,Stable,0,0,0,0,0,0,0,87.18379214988575,Good,low_risk
0,normal,18.5,1,1,5.872783242411896,5.0,1.145463873735316,7.258047922589776,1,0,0,0,1,Stable,1,1,1,1,0,1,1,0.041254816462862914,Bad,deceptive
1,normal,2.5,0,0,8.149658016252143,3.0,2.287414504063036,1.865695461743813,0,0,0,0,0,Stable,0,0,0,0,0,0,0,98.46739589479671,Good,low_risk
0,fast,16.0,1,1,4.595571794680995,5.0,0.9325952991134993,8.781038314019359,1,0,0,0,1,Unstable,0,0,0,0,0,1,0,76.93511571332888,Good,anxious_honest
1,normal,12.5,1,0,5.1474933310472855,3.0,1.5368733327618214,6.773885474757498,1,1,0,0,2,Unstable,0,0,1,1,0,1,0,24.26612603983399,Bad,deceptive
1,fast,9.0,0,0,4.703603467827491,5.0,0.9506005779712484,8.768810943276511,0,0,0,1,1,Unstable,0,1,0,0,0,0,0,90.40881290919931,Good,anxious_honest
0,fast,17.0,1,0,4.183085949662664,5.0,0.8638476582771107,10.0,0,0,0,0,0,Stable,0,0,0,0,0,0,0,87.90914147618089,Bad,anxious_honest
1,fast,13.0,1,0,4.699166290447859,2.0,1.899722096815953,6.443845215903423,0,0,0,0,0,Stable,0,1,0,0,0,0,0,100.0,Good,anxious_honest
0,normal,10.5,1,0,5.109181286329604,4.0,1.2218362572659207,8.406706071537416,0,1,0,0,1,Stable,1,0,1,1,0,1,1,0.0,Bad,deceptive
0,fast,13.0,1,0,5.099750539360814,2.0,2.033250179786938,8.268188795823015,0,0,0,0,0,Unstable,0,0,0,0,0,1,0,83.83545880205692,Good,anxious_honest
0,fast,17.5,1,0,4.157548251925343,5.0,0.8595913753208905,10.0,0,0,0,1,1,Stable,0,0,0,0,0,1,0,64.59983150946576,Bad,volatile
0,slow,1.5,1,0,6.110431056279933,3.0,1.7776077640699832,2.8659612853582725,0,0,0,0,0,Stable,0,0,0,0,0,0,0,88.52851075672817,Bad,low_risk
1,fast,18.0,1,1,5.9783852564560735,5.0,1.1630642094093455,9.603286738960104,0,0,0,0,0,Stable,1,0,0,0,0,0,0,79.52765243967924,Good,anxious_honest
1,fast,17.5,1,0,5.677704922818515,5.0,1.1129508204697525,7.634453599056828,0,1,0,0,1,Unstable,1,1,1,1,1,1,1,0.0,Good,deceptive
1,normal,12.5,1,0,3.828549359134023,5.0,0.8047582265223371,10.0,0,1,0,1,2,Unstable,1,1,0,0,1,0,0,55.91229819616108,Bad,volatile
1,slow,14.5,0,0,4.783871914710261,5.0,0.9639786524517101,7.535811053785349,0,1,0,0,1,Stable,1,1,0,1,1,1,0,26.037550002468638,Bad,deceptive
1,normal,14.5,1,0,3.0,4.0,0.8,10.0,0,0,0,0,0,Unstable,1,0,0,0,1,0,0,53.26020965170725,Bad,volatile
0,slow,4.5,0,0,6.997849040633631,1.0,3.9989245203168156,1.710420492496593,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.02312865195027,Good,low_risk
1,fast,14.0,1,1,6.165426179692081,5.0,1.1942376966153467,6.674413748838405,0,0,0,0,0,Stable,0,0,0,0,0,0,0,76.96074090975902,Good,anxious_honest
1,slow,18.5,1,0,3.843899558938201,2.0,1.6146331863127337,9.098455264294408,1,1,0,1,3,Unstable,0,1,0,0,0,0,0,47.84065435601039,Bad,volatile
0,fast,4.5,0,0,7.497406888247544,0.0,8.497406888247543,3.37981993929519,0,0,0,0,0,Stable,0,0,0,0,0,0,0,84.92832113046899,Good,low_risk
0,fast,16.0,1,1,3.8127947173055468,4.0,0.9625589434611094,9.508233431174036,0,0,1,0,1,Stable,0,1,0,0,0,0,0,84.41078378993795,Good,anxious_honest
1,fast,16.5,1,0,4.710224500419448,5.0,0.9517040834032414,10.0,1,0,0,1,2,Unstable,0,0,0,0,0,1,0,64.77989039265537,Bad,volatile
0,fast,3.5,0,0,7.389752221600515,3.0,2.097438055400129,2.7777152329201136,0,0,0,0,0,Stable,0,0,0,0,0,0,0,88.31566288341408,Bad,low_risk
1,fast,12.5,0,0,3.8242281067093873,5.0,0.8040380177848979,10.0,1,1,0,1,3,Unstable,1,1,1,0,0,0,1,52.64313191212465,Bad,volatile
0,normal,2.5,0,0,6.8973310809630135,1.0,3.9486655404815068,1.7988363981064113,1,0,0,0,1,Unstable,0,0,0,0,0,0,0,75.11641600060554,Good,low_risk
1,slow,7.5,0,0,6.507902053993037,1.0,3.7539510269965186,1.5954525629269252,0,0,0,0,0,Stable,1,0,0,0,0,0,0,100.0,Bad,low_risk
0,normal,8.5,0,0,8.32337191383318,3.0,2.330842978458295,1.3788434542057346,0,0,0,0,0,Stable,0,0,0,0,0,0,0,98.43301606647695,Good,low_risk
0,fast,21.0,1,0,3.4325283114774536,5.0,0.7387547185795755,10.0,1,0,0,1,2,Unstable,1,1,1,0,0,1,1,57.01581991642719,Bad,trauma_survivor
1,normal,18.0,1,1,3.0,5.0,0.6666666666666666,10.0,0,1,0,1,2,Unstable,0,0,0,0,0,1,0,86.05572445281524,Good,anxious_honest
1,fast,18.0,0,0,5.275394635074293,4.0,1.2550789270148586,9.477813301492194,0,0,0,0,0,Stable,0,0,0,0,0,1,0,75.23587238329253,Good,anxious_honest
0,fast,9.5,0,0,7.634652947856379,2.0,2.87821764928546,1.7234807659666274,0,0,0,0,0,Stable,0,0,0,0,0,0,0,93.61949630952755,Good,low_risk
0,normal,12.5,1,1,3.0895783277405333,5.0,0.6815963879567555,9.10007841517193,1,1,1,1,4,Unstable,0,1,0,1,0,1,0,57.51961300454506,Bad,volatile
1,normal,10.5,1,1,3.949784861492235,5.0,0.8249641435820392,10.0,1,0,0,1,2,Unstable,1,0,1,0,0,0,1,44.499674345081054,Bad,volatile
0,normal,11.5,0,1,8.29748255154148,2.0,3.0991608505138264,3.4219139929437787,0,0,0,0,0,Stable,1,0,0,0,0,0,0,97.53733204131063,Good,low_risk
0,normal,2.5,0,1,7.678105808846004,0.0,8.678105808846004,0.3074782038040189,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Good,low_risk
1,normal,12.0,0,0,5.188643128275443,2.0,2.0628810427584807,7.585320670070563,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,94.01668660441787,Bad,anxious_honest
0,fast,11.5,1,1,4.240060284962997,3.0,1.3100150712407492,6.1247600289888915,1,0,1,0,2,Unstable,0,1,1,1,0,1,0,25.867205958985487,Bad,deceptive
0,normal,6.5,0,0,6.267835904204073,2.0,2.4226119680680243,1.5883502187553225,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Good,low_risk
1,slow,21.5,1,1,3.379264638835446,2.0,1.4597548796118154,8.670131202719391,1,1,1,1,4,Unstable,1,0,0,0,1,0,0,64.09879653643176,Bad,volatile
1,normal,12.0,0,1,4.648831252294463,5.0,0.9414718753824105,7.925917979063314,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.72303541998815,Good,anxious_honest
1,normal,20.0,1,1,3.4049417526851373,4.0,0.8809883505370275,10.0,0,0,0,0,0,Stable,1,0,0,0,0,0,0,76.47938818714667,Bad,trauma_survivor
0,normal,20.0,1,1,3.7682275343180085,2.0,1.5894091781060027,7.89818450689739,0,0,0,0,0,Stable,0,0,0,0,0,0,0,68.10742585429253,Bad,anxious_honest
0,fast,14.0,1,1,5.38929579371438,5.0,1.06488263228573,8.093457497017884,0,0,0,1,1,Stable,0,0,0,0,0,1,0,96.55230131388707,Good,anxious_honest
1,fast,19.5,1,1,3.2725975114973984,4.0,0.8545195022994797,8.257032287585323,1,0,1,0,2,Unstable,0,0,0,1,0,0,0,64.02495825569648,Bad,volatile
1,fast,18.0,1,0,3.2024513810190873,6.0,0.6003501972884411,10.0,0,0,1,0,1,Stable,0,0,0,0,0,1,0,75.37774347933247,Good,trauma_survivor
1,slow,20.5,1,0,4.054733105484283,4.0,1.0109466210968567,10.0,1,1,0,1,3,Unstable,0,0,1,0,0,0,0,62.78986798822633,Bad,volatile
1,slow,13.5,1,1,4.934005681642144,3.0,1.483501420410536,7.217094315228577,0,0,1,0,1,Unstable,1,0,0,0,1,1,0,6.336851720490467,Bad,deceptive
1,normal,15.5,1,1,4.1530579218915245,2.0,1.7176859739638415,7.565595669063221,1,1,1,1,4,Unstable,0,0,1,0,0,0,0,67.35630705061291,Bad,volatile
1,fast,12.5,1,0,3.747341016228277,4.0,0.9494682032456554,10.0,0,0,0,0,0,Stable,1,1,0,0,0,0,0,42.59219184491234,Bad,volatile
0,normal,9.5,0,0,5.445533102520837,2.0,2.1485110341736124,1.4933940014769413,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Bad,low_risk
1,normal,9.0,1,0,4.789587707441294,5.0,0.964931284573549,8.91457024395334,0,0,0,0,0,Stable,0,0,0,0,0,0,0,82.73168097540064,Good,anxious_honest
0,normal,6.5,0,0,6.707463248227347,3.0,1.9268658120568367,2.5816699460142463,0,0,0,0,0,Stable,0,0,0,0,0,0,0,95.66275086586353,Good,low_risk
1,slow,11.5,1,0,5.607269733014059,2.0,2.2024232443380196,6.926191663202205,0,0,0,1,1,Stable,1,1,1,1,0,0,1,9.078287561609134,Bad,deceptive
1,fast,13.5,0,1,4.663832003604317,2.0,1.887944001201439,8.973936772198252,0,0,0,1,1,Stable,0,0,1,0,1,1,0,28.903642705685357,Bad,deceptive
0,fast,5.5,0,0,8.941028683884316,2.0,3.3136762279614387,1.6476475292926376,0,0,0,1,1,Stable,0,0,0,0,0,0,0,95.67679583506853,Bad,low_risk
0,slow,3.5,0,1,7.641378010146319,0.0,8.641378010146319,2.163337613426849,0,0,0,0,0,Stable,0,0,0,0,0,0,0,86.32834491340341,Good,low_risk
1,normal,13.5,0,1,3.8628255818801644,3.0,1.2157063954700411,10.0,0,0,0,1,1,Stable,0,0,1,0,1,0,0,42.25658202620709,Bad,volatile
1,fast,14.0,1,0,4.8722162488602585,3.0,1.4680540622150646,7.930198141889885,0,0,0,0,0,Stable,0,0,0,0,0,0,0,92.9994033264113,Bad,anxious_honest
0,fast,23.0,1,0,3.258841661867371,6.0,0.6084059516953387,10.0,0,0,1,0,1,Stable,0,0,0,0,0,0,0,70.20097680820176,Bad,trauma_survivor
0,fast,13.5,0,0,5.533817593759068,2.0,2.1779391979196894,5.545580548039238,0,0,0,0,0,Stable,0,1,0,0,1,1,0,18.13327304242394,Bad,deceptive
0,normal,3.5,0,0,7.8781221170826,2.0,2.9593740390275336,1.5704628913913998,0,0,0,0,0,Stable,0,0,0,0,0,0,0,94.30659217917541,Good,low_risk
0,fast,14.0,1,1,4.715715266685333,2.0,1.9052384222284442,8.021336611215947,1,0,0,0,1,Unstable,0,0,0,0,0,0,0,82.12567328347986,Good,anxious_honest
0,fast,11.5,1,0,7.603973601618155,3.0,2.1509934004045386,3.8831754046631626,0,0,0,0,0,Stable,0,0,0,0,0,0,0,84.98684542938072,Good,low_risk
0,normal,9.5,0,0,6.352039450230021,0.0,7.352039450230021,4.453085207514546,0,0,0,0,0,Stable,0,0,0,0,0,0,0,81.41974532451474,Good,low_risk
1,normal,16.0,1,1,4.423649829497681,2.0,1.8078832764992272,9.744092941823045,0,0,0,1,1,Stable,0,0,0,0,0,0,0,81.95957079519755,Good,anxious_honest
0,fast,12.5,0,1,6.370528890030575,5.0,1.2284214816717625,7.5288127717532465,1,0,1,0,2,Unstable,0,0,1,1,0,1,0,24.76669835232736,Bad,deceptive
0,slow,10.5,0,0,7.966142595221795,3.0,2.2415356488054488,2.965570680679801,0,0,0,0,0,Stable,0,0,0,0,0,0,0,83.60054502726233,Good,low_risk
1,fast,14.0,1,0,5.692785343934344,5.0,1.1154642239890573,7.920943295977278,0,0,0,0,0,Stable,1,0,0,0,0,0,0,67.7437061982132,Good,anxious_honest
0,slow,5.5,0,0,8.06930859832105,0.0,9.06930859832105,2.7472412805419477,0,0,0,0,0,Stable,0,0,0,0,0,0,0,93.42370101242108,Good,low_risk
1,slow,1.5,0,0,8.005813546828325,2.0,3.001937848942775,0.9579197749872501,0,0,0,0,0,Stable,0,0,0,0,0,0,0,91.57861080491902,Good,low_risk
0,slow,9.5,0,0,7.694119434393137,2.0,2.898039811464379,0.0771227377764947,0,0,0,0,0,Stable,0,0,0,0,0,0,0,85.844856108685,Good,low_risk
0,slow,11.5,0,0,5.577949914520733,1.0,3.2889749572603666,0.5243538799669698,0,0,0,0,0,Stable,0,0,0,0,0,0,0,96.3049744375477,Good,low_risk
0,slow,12.5,0,0,5.950726543732009,1.0,3.4753632718660046,1.0012214375567494,0,0,0,0,0,Stable,0,1,0,0,0,0,0,84.82644698733921,Good,low_risk
1,normal,18.5,1,0,3.7612324525031644,4.0,0.9522464905006329,8.773425065163758,0,0,1,0,1,Stable,1,1,0,0,0,1,0,71.39849749093018,Bad,volatile
1,fast,10.0,1,1,5.060781645149606,5.0,1.010130274191601,9.625688034458994,1,1,0,0,2,Unstable,0,0,0,0,0,0,0,86.6852455202521,Good,anxious_honest
0,slow,8.5,0,0,5.438024181994582,4.0,1.2876048363989163,7.668693130696435,1,0,0,0,1,Unstable,1,1,1,1,0,1,1,0.0,Good,deceptive
1,fast,17.0,0,1,4.600584530517242,3.0,1.4001461326293105,8.019113890382613,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,78.8966011822684,Good,anxious_honest
1,fast,18.0,1,0,3.0,5.0,0.6666666666666666,10.0,0,0,0,0,0,Unstable,0,0,0,0,0,0,0,67.26855128071146,Bad,trauma_survivor
0,normal,16.5,0,1,4.930479962677555,5.0,0.9884133271129257,8.328386237564867,0,0,0,0,0,Stable,0,0,1,1,1,1,0,27.77575866053384,Bad,deceptive
0,slow,8.5,0,1,4.6754803029770695,5.0,0.9459133838295116,6.886516712142015,1,1,0,0,2,Unstable,1,1,0,1,1,1,0,21.560129497551298,Bad,deceptive
0,normal,17.5,0,1,5.112034457369513,2.0,2.037344819123171,7.363168192418153,0,0,0,0,0,Unstable,0,1,0,0,0,0,0,33.382901096099964,Good,deceptive
0,fast,14.5,0,1,4.640732252198571,3.0,1.4101830630496428,8.521104203618558,0,1,1,1,3,Unstable,1,1,1,1,0,1,1,0.0,Bad,deceptive
1,fast,11.5,1,1,4.283591648139541,3.0,1.3208979120348852,10.0,1,0,1,1,3,Unstable,0,0,0,0,0,0,0,76.46387534789588,Bad,volatile
0,normal,9.5,1,0,5.8527384737947985,4.0,1.3705476947589597,5.978739181396622,0,0,1,1,2,Unstable,1,0,1,1,1,1,1,0.0,Bad,deceptive
0,slow,11.5,0,0,5.305141530374632,2.0,2.1017138434582106,7.3484675637618935,1,0,0,0,1,Unstable,1,1,1,0,0,1,1,0.0,Bad,deceptive
0,normal,13.5,1,0,6.133566609563021,5.0,1.1889277682605035,6.8608838104028385,0,0,1,0,1,Unstable,1,1,1,1,1,1,1,0.0,Bad,deceptive
1,slow,4.5,0,0,7.293844622778343,2.0,2.7646148742594474,2.3625849568434285,0,0,0,0,0,Stable,0,0,0,0,0,0,0,100.0,Good,low_risk
0,slow,1.5,0,0,7.41443780197458,0.0,8.414437801974579,2.6593848457604623,0,0,0,0,0,Stable,0,0,0,0,0,1,0,100.0,Bad,low_risk
1,fast,13.5,0,1,4.836533228836184,2.0,1.945511076278728,6.184317226616071,0,1,0,0,1,Stable,0,0,1,1,1,1,0,35.027445589286685,Bad,deceptive
1,fast,14.5,1,0,4.901856322098372,4.0,1.1803712644196744,8.629433602934176,0,1,0,0,1,Unstable,1,1,1,1,1,1,1,5.679211252570624,Bad,deceptive
0,normal,10.0,0,0,4.691670803573352,3.0,1.422917700893338,6.847920233898653,0,0,0,1,1,Stable,0,0,0,0,0,1,0,90.96538818778868,Good,anxious_honest
1,slow,21.0,1,0,3.0,3.0,1.0,10.0,1,0,0,0,1,Stable,1,0,0,0,0,0,0,66.95063945819295,Bad,trauma_survivor
1,normal,18.5,1,0,4.165328039927049,2.0,1.7217760133090163,8.015334501605068,1,0,1,1,3,Unstable,1,0,0,0,1,0,0,43.1776887024401,Bad,volatile
0,slow,17.0,0,0,5.305342829600974,3.0,1.5763357074002435,6.43612093893327,0,0,0,0,0,Stable,0,0,0,0,0,0,0,68.34928227734672,Good,anxious_honest
0,normal,8.5,1,0,6.758005813430683,1.0,3.8790029067153413,3.2122612780009705,1,0,0,0,1,Stable,0,0,0,0,0,0,0,97.58806562973336,Good,low_risk
1,normal,18.0,1,1,4.266385448142037,4.0,1.0532770896284074,10.0,0,0,0,0,0,Unstable,0,0,0,0,0,1,0,69.85100993267406,Bad,trauma_survivor
1,normal,9.0,0,1,4.222207143590122,2.0,1.7407357145300406,8.72443443479482,0,0,0,0,0,Stable,0,0,0,0,0,0,0,82.53226679735505,Good,anxious_honest
1,fast,22.0,1,1,3.4711628057121553,3.0,1.1177907014280388,9.785639378957105,0,0,0,1,1,Stable,1,0,0,0,0,1,0,73.14406261079002,Good,trauma_survivor
0,slow,11.5,0,0,6.985910960771063,0.0,7.985910960771063,1.6951574979953623,0,0,0,0,0,Stable,0,0,0,0,0,0,0,84.89717522616448,Good,low_risk
